transporteur,type_envoi,base_calcul,zone_type,zone_valeur,dept_label,tranche_min,tranche_max,prix,unite,mini_perception,source_filename
Compte 100346,messagerie,palette,departement,71,SAONE ET LOIRE,2,3,227.51,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,71,SAONE ET LOIRE,3,4,271.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,71,SAONE ET LOIRE,4,5,316.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,72,SARTHE,0,1,113.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,72,SARTHE,1,2,159.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,72,SARTHE,2,3,219.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,72,SARTHE,3,4,261.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,72,SARTHE,4,5,293.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,73,SAVOIE,0,1,131.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,73,SAVOIE,1,2,198.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,73,SAVOIE,2,3,259.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,73,SAVOIE,3,4,313.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,73,SAVOIE,4,5,367.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,74,SAVOIE (HAUTE),0,1,131.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,74,SAVOIE (HAUTE),1,2,198.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,74,SAVOIE (HAUTE),2,3,259.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,74,SAVOIE (HAUTE),3,4,313.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,74,SAVOIE (HAUTE),4,5,373.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,75,PARIS.,0,1,105.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,75,PARIS.,1,2,153.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,75,PARIS.,2,3,205.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,75,PARIS.,3,4,231.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,75,PARIS.,4,5,246.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,76,SEINE MARITIME,0,1,111.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,76,SEINE MARITIME,1,2,159.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,76,SEINE MARITIME,2,3,212.89,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,76,SEINE MARITIME,3,4,252.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,76,SEINE MARITIME,4,5,289.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,77,SEINE ET MARNE,0,1,105.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,77,SEINE ET MARNE,1,2,153.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,77,SEINE ET MARNE,2,3,206.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,77,SEINE ET MARNE,3,4,231.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,77,SEINE ET MARNE,4,5,245.56,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,78,YVELINES,0,1,105.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,78,YVELINES,1,2,153.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,78,YVELINES,2,3,205.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,78,YVELINES,3,4,231.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,78,YVELINES,4,5,246.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,79,SEVRES (DEUX),0,1,121.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,79,SEVRES (DEUX),1,2,178.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,79,SEVRES (DEUX),2,3,236.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,79,SEVRES (DEUX),3,4,284.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,79,SEVRES (DEUX),4,5,331.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,80,SOMME,0,1,67.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,80,SOMME,1,2,96.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,80,SOMME,2,3,124.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,80,SOMME,3,4,160.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,80,SOMME,4,5,205.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,81,TARN,0,1,162.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,81,TARN,1,2,252.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,81,TARN,2,3,343.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,81,TARN,3,4,416.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,81,TARN,4,5,467.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,82,TARN ET GARONNE,0,1,153.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,82,TARN ET GARONNE,1,2,235.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,82,TARN ET GARONNE,2,3,320.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,82,TARN ET GARONNE,3,4,389.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,82,TARN ET GARONNE,4,5,423.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,83,VAR,0,1,163.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,83,VAR,1,2,252.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,83,VAR,2,3,345.65,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,83,VAR,3,4,421.37,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,83,VAR,4,5,490.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,84,VAUCLUSE,0,1,142.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,84,VAUCLUSE,1,2,222.55,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,84,VAUCLUSE,2,3,310.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,84,VAUCLUSE,3,4,383.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,84,VAUCLUSE,4,5,446.97,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,85,VENDEE,0,1,129.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,85,VENDEE,1,2,190.11,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,85,VENDEE,2,3,256.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,85,VENDEE,3,4,307.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,85,VENDEE,4,5,351.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,86,VIENNE,0,1,129.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,86,VIENNE,1,2,190.11,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,86,VIENNE,2,3,251.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,86,VIENNE,3,4,297.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,86,VIENNE,4,5,332.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,87,VIENNE (HAUTE),0,1,124.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,87,VIENNE (HAUTE),1,2,183.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,87,VIENNE (HAUTE),2,3,238.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,87,VIENNE (HAUTE),3,4,285.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,87,VIENNE (HAUTE),4,5,332.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,88,VOSGES,0,1,121.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,88,VOSGES,1,2,179.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,88,VOSGES,2,3,236.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,88,VOSGES,3,4,284.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,88,VOSGES,4,5,332.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,89,YONNE,0,1,118.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,89,YONNE,1,2,168.11,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,89,YONNE,2,3,227.51,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,89,YONNE,3,4,269.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,89,YONNE,4,5,306.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,90,TERRITOIRE DE BELFOR,0,1,129.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,90,TERRITOIRE DE BELFOR,1,2,191.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,90,TERRITOIRE DE BELFOR,2,3,260.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,90,TERRITOIRE DE BELFOR,3,4,307.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,90,TERRITOIRE DE BELFOR,4,5,342.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,91,ESSONNE,0,1,105.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,91,ESSONNE,1,2,139.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,91,ESSONNE,2,3,190.38,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,91,ESSONNE,3,4,219.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,91,ESSONNE,4,5,241.06,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,92,HAUTS DE SEINE,0,1,105.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,92,HAUTS DE SEINE,1,2,153.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,92,HAUTS DE SEINE,2,3,205.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,92,HAUTS DE SEINE,3,4,231.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,92,HAUTS DE SEINE,4,5,246.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,93,SEINE ST DENIS,0,1,105.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,93,SEINE ST DENIS,1,2,153.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,93,SEINE ST DENIS,2,3,205.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,93,SEINE ST DENIS,3,4,231.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,93,SEINE ST DENIS,4,5,246.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,94,VAL DE MARNE,0,1,105.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,94,VAL DE MARNE,1,2,153.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,94,VAL DE MARNE,2,3,205.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,94,VAL DE MARNE,3,4,231.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,94,VAL DE MARNE,4,5,246.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,95,VAL D'OISE,0,1,105.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,95,VAL D'OISE,1,2,153.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,95,VAL D'OISE,2,3,205.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,95,VAL D'OISE,3,4,231.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,95,VAL D'OISE,4,5,246.69,forfait,,SIFA 010126 - P U-1.xlsx
